,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
17164,17165,2012-12-22,1,1,12,23,0,6,0,1,0.22,0.2273,0.51,0.194,3,37,40
17165,17166,2012-12-23,1,1,12,0,0,0,0,1,0.22,0.2121,0.47,0.2836,3,24,27
17166,17167,2012-12-23,1,1,12,1,0,0,0,1,0.22,0.2273,0.47,0.194,1,19,20
17167,17168,2012-12-23,1,1,12,2,0,0,0,1,0.2,0.2121,0.51,0.1642,1,17,18
17168,17169,2012-12-23,1,1,12,3,0,0,0,1,0.2,0.2121,0.51,0.1343,0,9,9
17169,17170,2012-12-23,1,1,12,4,0,0,0,1,0.2,0.2121,0.47,0.1343,1,3,4
17170,17171,2012-12-23,1,1,12,5,0,0,0,1,0.2,0.2576,0.51,0.0,0,6,6
17171,17172,2012-12-23,1,1,12,6,0,0,0,1,0.16,0.197,0.64,0.0896,4,5,9
17172,17173,2012-12-23,1,1,12,7,0,0,0,1,0.16,0.197,0.64,0.0896,3,16,19
17173,17174,2012-12-23,1,1,12,8,0,0,0,1,0.14,0.1667,0.69,0.1045,5,43,48
17174,17175,2012-12-23,1,1,12,9,0,0,0,1,0.2,0.2273,0.59,0.1045,7,49,56
17175,17176,2012-12-23,1,1,12,10,0,0,0,1,0.22,0.2273,0.64,0.194,26,67,93
17176,17177,2012-12-23,1,1,12,11,0,0,0,1,0.24,0.2273,0.52,0.194,48,104,152
17177,17178,2012-12-23,1,1,12,12,0,0,0,1,0.3,0.2879,0.42,0.194,52,144,196
17178,17179,2012-12-23,1,1,12,13,0,0,0,1,0.32,0.303,0.39,0.2239,63,123,186
17179,17180,2012-12-23,1,1,12,14,0,0,0,1,0.34,0.303,0.31,0.2985,57,118,175
17180,17181,2012-12-23,1,1,12,15,0,0,0,1,0.34,0.3333,0.34,0.1343,39,98,137
17181,17182,2012-12-23,1,1,12,16,0,0,0,1,0.34,0.3333,0.34,0.194,53,137,190
17182,17183,2012-12-23,1,1,12,17,0,0,0,1,0.32,0.3182,0.49,0.194,21,93,114
17183,17184,2012-12-23,1,1,12,18,0,0,0,1,0.3,0.303,0.45,0.1642,8,85,93
17184,17185,2012-12-23,1,1,12,19,0,0,0,1,0.3,0.3333,0.42,0.0,4,54,58
17185,17186,2012-12-23,1,1,12,20,0,0,0,1,0.26,0.303,0.65,0.0,0,52,52
17186,17187,2012-12-23,1,1,12,21,0,0,0,1,0.24,0.2879,0.7,0.0,4,38,42
17187,17188,2012-12-23,1,1,12,22,0,0,0,1,0.24,0.2576,0.6,0.1045,5,53,58
17188,17189,2012-12-23,1,1,12,23,0,0,0,1,0.24,0.2879,0.6,0.0,3,22,25
17189,17190,2012-12-24,1,1,12,0,0,1,1,1,0.22,0.2727,0.69,0.0,0,12,12
17190,17191,2012-12-24,1,1,12,1,0,1,1,1,0.22,0.2727,0.69,0.0,0,11,11
17191,17192,2012-12-24,1,1,12,2,0,1,1,1,0.2,0.2576,0.75,0.0,0,5,5
17192,17193,2012-12-24,1,1,12,3,0,1,1,1,0.2,0.2576,0.75,0.0,1,2,3
17193,17194,2012-12-24,1,1,12,5,0,1,1,1,0.18,0.197,0.8,0.1343,0,9,9
17194,17195,2012-12-24,1,1,12,6,0,1,1,1,0.2,0.2576,0.75,0.0,1,16,17
17195,17196,2012-12-24,1,1,12,7,0,1,1,1,0.2,0.2576,0.69,0.0,3,27,30
17196,17197,2012-12-24,1,1,12,8,0,1,1,1,0.22,0.2727,0.69,0.0,4,62,66
17197,17198,2012-12-24,1,1,12,9,0,1,1,2,0.24,0.2576,0.65,0.1045,17,68,85
17198,17199,2012-12-24,1,1,12,10,0,1,1,2,0.26,0.303,0.65,0.0,21,82,103
17199,17200,2012-12-24,1,1,12,11,0,1,1,2,0.26,0.2576,0.6,0.1642,20,104,124
17200,17201,2012-12-24,1,1,12,12,0,1,1,2,0.28,0.303,0.56,0.0896,22,113,135
17201,17202,2012-12-24,1,1,12,13,0,1,1,3,0.24,0.2576,0.81,0.1045,16,54,70
17202,17203,2012-12-24,1,1,12,14,0,1,1,3,0.24,0.2576,0.87,0.1045,13,33,46
17203,17204,2012-12-24,1,1,12,15,0,1,1,3,0.24,0.2273,0.87,0.2239,6,27,33
17204,17205,2012-12-24,1,1,12,16,0,1,1,3,0.24,0.2273,0.87,0.2239,6,27,33
17205,17206,2012-12-24,1,1,12,17,0,1,1,3,0.24,0.2424,0.93,0.1642,7,19,26
17206,17207,2012-12-24,1,1,12,18,0,1,1,3,0.24,0.2576,0.93,0.1045,6,20,26
17207,17208,2012-12-24,1,1,12,19,0,1,1,2,0.24,0.2424,0.93,0.1343,4,14,18
17208,17209,2012-12-24,1,1,12,20,0,1,1,3,0.24,0.2424,0.93,0.1343,6,17,23
17209,17210,2012-12-24,1,1,12,21,0,1,1,3,0.24,0.2576,0.93,0.0896,13,9,22
17210,17211,2012-12-24,1,1,12,22,0,1,1,2,0.24,0.2879,0.93,0.0,7,5,12
17211,17212,2012-12-24,1,1,12,23,0,1,1,3,0.24,0.2879,0.93,0.0,1,10,11
17212,17213,2012-12-25,1,1,12,0,1,2,0,3,0.24,0.2576,0.93,0.0896,3,10,13
17213,17214,2012-12-25,1,1,12,1,1,2,0,2,0.26,0.2576,0.87,0.1642,0,13,13
17214,17215,2012-12-25,1,1,12,2,1,2,0,2,0.26,0.2576,0.87,0.1642,0,7,7
17215,17216,2012-12-25,1,1,12,4,1,2,0,2,0.24,0.2576,0.87,0.0896,0,1,1
17216,17217,2012-12-25,1,1,12,5,1,2,0,2,0.22,0.2273,0.93,0.1343,2,1,3
17217,17218,2012-12-25,1,1,12,6,1,2,0,2,0.22,0.2273,0.93,0.1343,1,6,7
17218,17219,2012-12-25,1,1,12,7,1,2,0,2,0.22,0.2273,0.93,0.1642,0,6,6
17219,17220,2012-12-25,1,1,12,8,1,2,0,2,0.24,0.2879,0.87,0.0,1,10,11
17220,17221,2012-12-25,1,1,12,9,1,2,0,2,0.24,0.2576,0.87,0.0,7,21,28
17221,17222,2012-12-25,1,1,12,10,1,2,0,1,0.28,0.3182,0.81,0.0,11,21,32
17222,17223,2012-12-25,1,1,12,11,1,2,0,1,0.3,0.3182,0.75,0.0896,43,43,86
17223,17224,2012-12-25,1,1,12,12,1,2,0,1,0.32,0.3333,0.76,0.0896,62,52,114
17224,17225,2012-12-25,1,1,12,13,1,2,0,1,0.4,0.4091,0.5,0.3284,75,46,121
17225,17226,2012-12-25,1,1,12,14,1,2,0,1,0.38,0.3939,0.46,0.2985,58,68,126
17226,17227,2012-12-25,1,1,12,15,1,2,0,1,0.36,0.3333,0.5,0.2537,51,56,107
17227,17228,2012-12-25,1,1,12,16,1,2,0,2,0.36,0.3333,0.5,0.2537,48,38,86
17228,17229,2012-12-25,1,1,12,17,1,2,0,2,0.32,0.303,0.57,0.2537,16,34,50
17229,17230,2012-12-25,1,1,12,18,1,2,0,2,0.32,0.303,0.66,0.2537,20,23,43
17230,17231,2012-12-25,1,1,12,19,1,2,0,2,0.32,0.303,0.66,0.2239,16,20,36
17231,17232,2012-12-25,1,1,12,20,1,2,0,2,0.32,0.303,0.66,0.2836,11,29,40
17232,17233,2012-12-25,1,1,12,21,1,2,0,2,0.3,0.2879,0.65,0.194,8,26,34
17233,17234,2012-12-25,1,1,12,22,1,2,0,2,0.3,0.303,0.7,0.1642,3,16,19
17234,17235,2012-12-25,1,1,12,23,1,2,0,2,0.28,0.2727,0.65,0.2537,4,26,30
17235,17236,2012-12-26,1,1,12,0,0,3,1,2,0.28,0.2727,0.65,0.2537,1,8,9
17236,17237,2012-12-26,1,1,12,1,0,3,1,2,0.26,0.2273,0.65,0.2985,0,7,7
17237,17238,2012-12-26,1,1,12,2,0,3,1,2,0.26,0.2273,0.65,0.2985,0,1,1
17238,17239,2012-12-26,1,1,12,3,0,3,1,2,0.24,0.2121,0.7,0.3582,0,2,2
17239,17240,2012-12-26,1,1,12,4,0,3,1,1,0.22,0.197,0.69,0.3582,0,2,2
17240,17241,2012-12-26,1,1,12,5,0,3,1,2,0.22,0.2121,0.69,0.2836,0,11,11
17241,17242,2012-12-26,1,1,12,6,0,3,1,2,0.22,0.2121,0.69,0.2239,0,36,36
17242,17243,2012-12-26,1,1,12,7,0,3,1,3,0.2,0.1818,0.86,0.3284,0,26,26
17243,17244,2012-12-26,1,1,12,8,0,3,1,3,0.2,0.1818,0.86,0.3284,0,31,31
17244,17245,2012-12-26,1,1,12,9,0,3,1,3,0.2,0.1818,0.86,0.3284,1,22,23
17245,17246,2012-12-26,1,1,12,10,0,3,1,3,0.2,0.1818,0.86,0.2985,0,8,8
17246,17247,2012-12-26,1,1,12,11,0,3,1,3,0.2,0.1667,0.86,0.4627,0,10,10
17247,17248,2012-12-26,1,1,12,12,0,3,1,3,0.22,0.197,0.87,0.3284,0,10,10
17248,17249,2012-12-26,1,1,12,13,0,3,1,3,0.22,0.197,0.87,0.3284,0,15,15
17249,17250,2012-12-26,1,1,12,14,0,3,1,3,0.22,0.2121,0.93,0.2537,0,20,20
17250,17251,2012-12-26,1,1,12,15,0,3,1,3,0.26,0.2273,0.87,0.3582,0,13,13
17251,17252,2012-12-26,1,1,12,16,0,3,1,3,0.26,0.2273,0.87,0.3582,0,13,13
17252,17253,2012-12-26,1,1,12,17,0,3,1,3,0.26,0.2273,0.93,0.3582,2,51,53
17253,17254,2012-12-26,1,1,12,18,0,3,1,3,0.28,0.2576,0.93,0.2985,1,42,43
17254,17255,2012-12-26,1,1,12,19,0,3,1,3,0.3,0.2879,0.87,0.194,2,33,35
17255,17256,2012-12-26,1,1,12,20,0,3,1,3,0.32,0.303,0.93,0.2537,0,32,32
17256,17257,2012-12-26,1,1,12,21,0,3,1,2,0.3,0.2727,0.87,0.2985,0,20,20
17257,17258,2012-12-26,1,1,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,0,11,11
17258,17259,2012-12-26,1,1,12,23,0,3,1,3,0.26,0.2273,0.87,0.2985,2,8,10
17259,17260,2012-12-27,1,1,12,0,0,4,1,3,0.26,0.2273,0.87,0.2985,0,3,3
17260,17261,2012-12-27,1,1,12,1,0,4,1,3,0.24,0.197,0.93,0.4478,0,5,5
17261,17262,2012-12-27,1,1,12,2,0,4,1,2,0.24,0.197,0.87,0.4478,0,2,2
17262,17263,2012-12-27,1,1,12,3,0,4,1,2,0.24,0.2273,0.87,0.2239,0,1,1
17263,17264,2012-12-27,1,1,12,4,0,4,1,2,0.24,0.2121,0.87,0.3284,0,3,3
17264,17265,2012-12-27,1,1,12,5,0,4,1,1,0.24,0.2424,0.75,0.1642,1,10,11
17265,17266,2012-12-27,1,1,12,6,0,4,1,1,0.24,0.197,0.7,0.4925,0,45,45
17266,17267,2012-12-27,1,1,12,7,0,4,1,1,0.24,0.2273,0.7,0.2239,0,90,90
17267,17268,2012-12-27,1,1,12,8,0,4,1,1,0.26,0.2273,0.65,0.3582,2,206,208
17268,17269,2012-12-27,1,1,12,9,0,4,1,1,0.26,0.2121,0.6,0.4925,6,127,133
17269,17270,2012-12-27,1,1,12,10,0,4,1,1,0.28,0.2273,0.56,0.5224,8,67,75
17270,17271,2012-12-27,1,1,12,11,0,4,1,2,0.28,0.2424,0.56,0.4478,23,80,103
17271,17272,2012-12-27,1,1,12,12,0,4,1,1,0.3,0.2727,0.49,0.4627,22,87,109
17272,17273,2012-12-27,1,1,12,13,0,4,1,1,0.3,0.2727,0.49,0.4627,19,99,118
17273,17274,2012-12-27,1,1,12,14,0,4,1,2,0.26,0.2121,0.56,0.5224,25,94,119
17274,17275,2012-12-27,1,1,12,15,0,4,1,2,0.26,0.2121,0.56,0.4478,31,89,120
17275,17276,2012-12-27,1,1,12,16,0,4,1,2,0.26,0.2424,0.52,0.2836,23,151,174
17276,17277,2012-12-27,1,1,12,17,0,4,1,2,0.26,0.2424,0.52,0.2836,30,227,257
17277,17278,2012-12-27,1,1,12,18,0,4,1,2,0.24,0.2273,0.6,0.2537,9,188,197
17278,17279,2012-12-27,1,1,12,19,0,4,1,1,0.24,0.2121,0.6,0.2836,11,106,117
17279,17280,2012-12-27,1,1,12,20,0,4,1,1,0.24,0.2424,0.6,0.1642,12,79,91
17280,17281,2012-12-27,1,1,12,21,0,4,1,2,0.24,0.2273,0.6,0.2537,12,51,63
17281,17282,2012-12-27,1,1,12,22,0,4,1,2,0.24,0.2121,0.6,0.2836,11,33,44
17282,17283,2012-12-27,1,1,12,23,0,4,1,2,0.24,0.2273,0.6,0.2537,2,24,26
17283,17284,2012-12-28,1,1,12,0,0,5,1,2,0.24,0.2424,0.6,0.1642,3,22,25
17284,17285,2012-12-28,1,1,12,1,0,5,1,1,0.24,0.2273,0.6,0.194,0,9,9
17285,17286,2012-12-28,1,1,12,2,0,5,1,1,0.24,0.2273,0.6,0.2537,0,5,5
17286,17287,2012-12-28,1,1,12,3,0,5,1,2,0.24,0.2424,0.6,0.1642,0,2,2
17287,17288,2012-12-28,1,1,12,4,0,5,1,2,0.24,0.2576,0.6,0.1045,0,4,4
17288,17289,2012-12-28,1,1,12,5,0,5,1,2,0.24,0.2576,0.6,0.0896,0,15,15
17289,17290,2012-12-28,1,1,12,6,0,5,1,1,0.22,0.2121,0.64,0.2836,2,49,51
17290,17291,2012-12-28,1,1,12,7,0,5,1,1,0.22,0.2273,0.64,0.1642,1,111,112
17291,17292,2012-12-28,1,1,12,8,0,5,1,2,0.24,0.2424,0.6,0.1343,1,238,239
17292,17293,2012-12-28,1,1,12,9,0,5,1,2,0.24,0.2121,0.6,0.2836,18,173,191
17293,17294,2012-12-28,1,1,12,10,0,5,1,2,0.26,0.2424,0.56,0.2537,77,85,162
17294,17295,2012-12-28,1,1,12,11,0,5,1,2,0.28,0.2727,0.52,0.2239,71,107,178
17295,17296,2012-12-28,1,1,12,12,0,5,1,2,0.3,0.303,0.49,0.1343,72,150,222
17296,17297,2012-12-28,1,1,12,13,0,5,1,2,0.3,0.303,0.49,0.1343,76,146,222
17297,17298,2012-12-28,1,1,12,14,0,5,1,2,0.3,0.303,0.49,0.1343,84,177,261
17298,17299,2012-12-28,1,1,12,15,0,5,1,2,0.3,0.3182,0.49,0.0,74,151,225
17299,17300,2012-12-28,1,1,12,16,0,5,1,1,0.3,0.303,0.49,0.1343,42,208,250
17300,17301,2012-12-28,1,1,12,17,0,5,1,1,0.24,0.2424,0.6,0.1343,43,228,271
17301,17302,2012-12-28,1,1,12,18,0,5,1,1,0.24,0.2424,0.6,0.1343,16,197,213
17302,17303,2012-12-28,1,1,12,19,0,5,1,2,0.24,0.2273,0.65,0.194,15,113,128
17303,17304,2012-12-28,1,1,12,20,0,5,1,2,0.24,0.2576,0.65,0.1045,14,83,97
17304,17305,2012-12-28,1,1,12,21,0,5,1,2,0.24,0.2424,0.7,0.1343,17,75,92
17305,17306,2012-12-28,1,1,12,22,0,5,1,2,0.24,0.2576,0.7,0.0896,13,49,62
17306,17307,2012-12-28,1,1,12,23,0,5,1,2,0.24,0.2576,0.65,0.0896,5,54,59
17307,17308,2012-12-29,1,1,12,0,0,6,0,2,0.24,0.2424,0.7,0.0,1,25,26
17308,17309,2012-12-29,1,1,12,1,0,6,0,2,0.24,0.2424,0.75,0.0896,6,31,37
17309,17310,2012-12-29,1,1,12,2,0,6,0,2,0.24,0.2424,0.7,0.0,1,18,19
17310,17311,2012-12-29,1,1,12,3,0,6,0,2,0.24,0.2424,0.75,0.0,1,5,6
17311,17312,2012-12-29,1,1,12,4,0,6,0,2,0.24,0.2424,0.75,0.0896,0,3,3
17312,17313,2012-12-29,1,1,12,5,0,6,0,2,0.24,0.2424,0.75,0.0896,0,3,3
17313,17314,2012-12-29,1,1,12,6,0,6,0,2,0.26,0.2424,0.7,0.1045,0,7,7
17314,17315,2012-12-29,1,1,12,7,0,6,0,2,0.26,0.2424,0.7,0.1343,1,17,18
17315,17316,2012-12-29,1,1,12,8,0,6,0,2,0.26,0.2424,0.81,0.0,9,35,44
17316,17317,2012-12-29,1,1,12,9,0,6,0,2,0.26,0.2424,0.81,0.0,16,33,49
17317,17318,2012-12-29,1,1,12,10,0,6,0,3,0.26,0.2424,0.81,0.1343,6,35,41
17318,17319,2012-12-29,1,1,12,11,0,6,0,3,0.2,0.2424,0.93,0.0896,7,38,45
17319,17320,2012-12-29,1,1,12,12,0,6,0,3,0.2,0.2424,1.0,0.0,5,43,48
17320,17321,2012-12-29,1,1,12,13,0,6,0,3,0.2,0.2424,1.0,0.0,13,71,84
17321,17322,2012-12-29,1,1,12,14,0,6,0,2,0.24,0.2424,0.87,0.0896,10,88,98
17322,17323,2012-12-29,1,1,12,15,0,6,0,2,0.24,0.2424,0.87,0.0,19,110,129
17323,17324,2012-12-29,1,1,12,16,0,6,0,1,0.3,0.2424,0.75,0.1045,22,125,147
17324,17325,2012-12-29,1,1,12,17,0,6,0,1,0.26,0.2424,0.79,0.1045,18,100,118
17325,17326,2012-12-29,1,1,12,18,0,6,0,1,0.3,0.2424,0.7,0.194,8,102,110
17326,17327,2012-12-29,1,1,12,19,0,6,0,2,0.3,0.2424,0.61,0.2537,7,90,97
17327,17328,2012-12-29,1,1,12,20,0,6,0,2,0.3,0.2424,0.56,0.5522,2,64,66
17328,17329,2012-12-29,1,1,12,21,0,6,0,2,0.28,0.2424,0.56,0.4925,4,56,60
17329,17330,2012-12-29,1,1,12,22,0,6,0,2,0.26,0.2424,0.6,0.4627,3,51,54
17330,17331,2012-12-29,1,1,12,23,0,6,0,2,0.26,0.2424,0.6,0.0,0,32,32
17331,17332,2012-12-30,1,1,12,0,0,0,0,2,0.26,0.2576,0.6,0.1642,0,41,41
17332,17333,2012-12-30,1,1,12,1,0,0,0,2,0.26,0.2273,0.56,0.4179,1,27,28
17333,17334,2012-12-30,1,1,12,2,0,0,0,2,0.26,0.2424,0.56,0.2836,0,19,19
17334,17335,2012-12-30,1,1,12,3,0,0,0,2,0.26,0.2273,0.56,0.4179,1,14,15
17335,17336,2012-12-30,1,1,12,4,0,0,0,2,0.26,0.2576,0.56,0.2239,0,7,7
17336,17337,2012-12-30,1,1,12,5,0,0,0,2,0.26,0.2273,0.48,0.2985,0,2,2
17337,17338,2012-12-30,1,1,12,6,0,0,0,2,0.24,0.197,0.52,0.4179,1,7,8
17338,17339,2012-12-30,1,1,12,7,0,0,0,1,0.24,0.2121,0.56,0.3582,0,13,13
17339,17340,2012-12-30,1,1,12,8,0,0,0,1,0.24,0.197,0.52,0.4627,1,32,33
17340,17341,2012-12-30,1,1,12,9,0,0,0,1,0.24,0.2121,0.52,0.3881,9,65,74
17341,17342,2012-12-30,1,1,12,10,0,0,0,1,0.26,0.2121,0.41,0.5821,31,91,122
17342,17343,2012-12-30,1,1,12,11,0,0,0,1,0.26,0.2273,0.41,0.4179,33,103,136
17343,17344,2012-12-30,1,1,12,12,0,0,0,1,0.28,0.2273,0.36,0.5821,47,97,144
17344,17345,2012-12-30,1,1,12,13,0,0,0,1,0.3,0.2576,0.36,0.6567,49,120,169
17345,17346,2012-12-30,1,1,12,14,0,0,0,1,0.3,0.2727,0.36,0.4627,39,121,160
17346,17347,2012-12-30,1,1,12,15,0,0,0,1,0.28,0.2576,0.38,0.3284,37,101,138
17347,17348,2012-12-30,1,1,12,16,0,0,0,1,0.28,0.2424,0.38,0.4179,31,102,133
17348,17349,2012-12-30,1,1,12,17,0,0,0,1,0.26,0.2273,0.41,0.3284,26,97,123
17349,17350,2012-12-30,1,1,12,18,0,0,0,2,0.24,0.2121,0.44,0.2985,12,113,125
17350,17351,2012-12-30,1,1,12,19,0,0,0,1,0.34,0.3636,0.61,0.0,16,86,102
17351,17352,2012-12-30,1,1,12,20,0,0,0,1,0.22,0.197,0.47,0.3284,9,63,72
17352,17353,2012-12-30,1,1,12,21,0,0,0,1,0.2,0.2121,0.51,0.1642,5,42,47
17353,17354,2012-12-30,1,1,12,22,0,0,0,1,0.2,0.197,0.55,0.194,6,30,36
17354,17355,2012-12-30,1,1,12,23,0,0,0,1,0.2,0.197,0.51,0.2239,10,39,49
17355,17356,2012-12-31,1,1,12,0,0,1,1,1,0.18,0.1818,0.55,0.194,4,30,34
17356,17357,2012-12-31,1,1,12,1,0,1,1,1,0.18,0.1818,0.55,0.194,6,13,19
17357,17358,2012-12-31,1,1,12,2,0,1,1,1,0.16,0.1667,0.59,0.1642,3,8,11
17358,17359,2012-12-31,1,1,12,3,0,1,1,1,0.16,0.1818,0.59,0.1045,0,1,1
17359,17360,2012-12-31,1,1,12,4,0,1,1,1,0.14,0.1667,0.69,0.1045,0,3,3
17360,17361,2012-12-31,1,1,12,5,0,1,1,1,0.16,0.1515,0.64,0.194,0,9,9
17361,17362,2012-12-31,1,1,12,6,0,1,1,1,0.16,0.1667,0.64,0.1642,0,40,40
17362,17363,2012-12-31,1,1,12,7,0,1,1,1,0.16,0.1818,0.64,0.1343,2,83,85
17363,17364,2012-12-31,1,1,12,8,0,1,1,1,0.14,0.1515,0.69,0.1343,9,187,196
17364,17365,2012-12-31,1,1,12,9,0,1,1,2,0.18,0.2121,0.64,0.1045,13,144,157
17365,17366,2012-12-31,1,1,12,10,0,1,1,2,0.2,0.2121,0.69,0.1343,33,87,120
17366,17367,2012-12-31,1,1,12,11,0,1,1,2,0.22,0.2273,0.6,0.194,43,114,157
17367,17368,2012-12-31,1,1,12,12,0,1,1,2,0.24,0.2273,0.56,0.194,52,172,224
17368,17369,2012-12-31,1,1,12,13,0,1,1,2,0.26,0.2576,0.44,0.1642,38,165,203
17369,17370,2012-12-31,1,1,12,14,0,1,1,2,0.28,0.2727,0.45,0.2239,62,185,247
17370,17371,2012-12-31,1,1,12,15,0,1,1,2,0.28,0.2879,0.45,0.1343,69,246,315
17371,17372,2012-12-31,1,1,12,16,0,1,1,2,0.26,0.2576,0.48,0.194,30,184,214
17372,17373,2012-12-31,1,1,12,17,0,1,1,2,0.26,0.2879,0.48,0.0896,14,150,164
17373,17374,2012-12-31,1,1,12,18,0,1,1,2,0.26,0.2727,0.48,0.1343,10,112,122
17374,17375,2012-12-31,1,1,12,19,0,1,1,2,0.26,0.2576,0.6,0.1642,11,108,119
17375,17376,2012-12-31,1,1,12,20,0,1,1,2,0.26,0.2576,0.6,0.1642,8,81,89
17376,17377,2012-12-31,1,1,12,21,0,1,1,1,0.26,0.2576,0.6,0.1642,7,83,90
17377,17378,2012-12-31,1,1,12,22,0,1,1,1,0.26,0.2727,0.56,0.1343,13,48,61
17378,17379,2012-12-31,1,1,12,23,0,1,1,1,0.26,0.2727,0.65,0.1343,12,37,49
